0, 8.80, 0.00, 0
1, 2.10, 6.40, 0.00
2, 0.40, 5.50, 0.00
3, 1.80, 4.30, 0.00
4, 13.50, 0.70, 0.00
5, 0.60, 6.50, 1.00
6, 1.00, 4.60, 0.00
7, 1.40, 12.10, 0.00
8, 4.50, 15.20, 0.00
9, 3.20, 7.00, 1.00
10, 0.70, 16.50, 1.00
11, 6.90, 0.10, 0.00
12, 3.20, 1.40, 0.00
13, 13.00, 0.50, 0.00
14, 2.40, 8.60, 0.00
15, 16.00, 3.40, 0.00
16, 1.60, 0.50, 0.00
17, 1.20, 10.30, 0.00
18, 3.00, 15.60, 0.00
19, 5.20, 5.70, 0.00
20, 2.90, 3.90, 1.00
21, 7.77, 0.62, 1.00
22, 9.52, 13.56, 1.00
