0, 12.40, 12.40, 0
1, 0.40, 7.70, 0.00
2, 14.10, 5.00, 0.00
3, 7.20, 12.10, 1.00
4, 0.50, 7.10, 0.00
5, 0.60, 0.60, 0.00
6, 3.00, 6.10, 0.00
7, 4.90, 2.70, 0.00
8, 3.10, 1.70, 0.00
9, 6.70, 11.50, 0.00
10, 9.60, 6.90, 0.00
11, 2.30, 22.90, 0.00
12, 0.50, 1.20, 0.00
13, 2.60, 24.20, 0.00
14, 16.80, 4.00, 0.00
15, 9.70, 5.70, 0.00
16, 21.80, 0.20, 0.00
17, 9.70, 0.60, 0.00
18, 13.90, 6.60, 0.00
19, 3.40, 0.80, 0.00
20, 17.90, 3.40, 1.00
21, 18.32, 8.69, 1.00
22, 14.55, 22.03, 1.00
