0, 8.80, 8.80, 0
1, 10.40, 2.40, 0.00
2, 2.30, 7.50, 0.00
3, 7.50, 3.80, 0.00
4, 10.00, 2.20, 0.00
5, 3.40, 11.10, 0.00
6, 13.20, 1.60, 0.00
7, 0.80, 6.80, 0.00
8, 4.30, 6.70, 0.00
9, 13.70, 4.40, 1.00
10, 11.70, 5.10, 0.00
11, 17.40, 1.60, 0.00
12, 6.40, 4.50, 0.00
13, 17.10, 1.10, 1.00
14, 2.20, 12.20, 0.00
15, 10.60, 4.50, 0.00
16, 11.90, 3.00, 0.00
17, 7.70, 2.00, 0.00
18, 5.10, 0.10, 0.00
19, 3.00, 6.60, 0.00
20, 7.00, 3.00, 1.00
21, 9.45, 10.37, 1.00
22, 14.76, 0.56, 1.00
