0, 12.40, 12.40, 0
1, 16.60, 3.10, 0.00
2, 17.50, 0.40, 0.00
3, 1.60, 15.20, 0.00
4, 7.10, 14.80, 0.00
5, 5.60, 18.00, 0.00
6, 6.10, 10.70, 0.00
7, 5.60, 16.70, 0.00
8, 0.80, 8.50, 1.00
9, 6.70, 11.10, 0.00
10, 14.30, 7.10, 0.00
11, 6.60, 19.60, 0.00
12, 4.20, 5.10, 0.00
13, 14.20, 3.70, 0.00
14, 6.20, 3.30, 0.00
15, 0.30, 18.50, 0.00
16, 1.10, 22.00, 0.00
17, 20.90, 5.00, 1.00
18, 10.40, 7.00, 1.00
19, 5.90, 22.40, 0.00
20, 4.50, 7.50, 1.00
21, 18.14, 5.23, 1.00
22, 1.01, 2.91, 1.00
