0, 0.00, 0.00, 0
1, 22.80, 4.40, 0.00
2, 15.30, 7.30, 0.00
3, 18.70, 1.70, 0.00
4, 12.50, 3.70, 0.00
5, 20.90, 4.80, 0.00
6, 8.70, 1.00, 0.00
7, 23.20, 1.70, 1.00
8, 1.00, 7.10, 0.00
9, 2.30, 9.10, 0.00
10, 3.80, 0.10, 0.00
11, 21.40, 5.90, 0.00
12, 3.30, 7.40, 0.00
13, 1.40, 22.20, 0.00
14, 0.50, 6.20, 0.00
15, 1.40, 22.20, 0.00
16, 1.90, 5.00, 0.00
17, 15.30, 1.60, 0.00
18, 23.80, 0.00, 1.00
19, 4.00, 16.50, 1.00
20, 4.00, 4.60, 1.00
21, 20.75, 5.32, 1.00
22, 13.21, 6.70, 1.00
