0, 12.40, 12.40, 0
1, 6.30, 3.00, 0.00
2, 2.90, 7.30, 0.00
3, 13.20, 6.20, 0.00
4, 9.30, 7.00, 0.00
5, 6.60, 10.60, 0.00
6, 0.80, 21.30, 0.00
7, 4.20, 10.80, 1.00
8, 1.20, 6.20, 0.00
9, 10.00, 2.70, 0.00
10, 24.70, 0.80, 0.00
11, 6.40, 22.20, 1.00
12, 1.20, 12.90, 0.00
13, 6.70, 7.90, 0.00
14, 6.80, 5.40, 0.00
15, 7.70, 5.10, 1.00
16, 15.80, 7.10, 0.00
17, 0.20, 4.70, 0.00
18, 12.60, 3.80, 0.00
19, 15.80, 7.40, 0.00
20, 2.90, 7.30, 1.00
21, 20.95, 3.53, 1.00
22, 24.57, 3.58, 1.00
