0, 8.80, 8.80, 0
1, 5.20, 0.90, 1.00
2, 7.80, 0.40, 0.00
3, 10.90, 1.70, 0.00
4, 0.30, 16.70, 0.00
5, 13.00, 4.80, 0.00
6, 0.20, 6.10, 1.00
7, 3.40, 7.80, 0.00
8, 10.30, 3.80, 0.00
9, 5.20, 8.50, 0.00
10, 8.30, 0.50, 0.00
11, 4.90, 4.40, 0.00
12, 2.90, 12.50, 0.00
13, 3.50, 9.00, 0.00
14, 0.50, 4.10, 0.00
15, 3.00, 13.40, 0.00
16, 4.40, 3.50, 0.00
17, 13.20, 4.20, 0.00
18, 5.10, 12.40, 0.00
19, 4.50, 13.20, 0.00
20, 2.90, 13.90, 1.00
21, 3.37, 3.29, 1.00
22, 7.79, 12.86, 1.00
