0, 0.00, 0.00, 0
1, 4.10, 6.80, 0.00
2, 4.50, 24.60, 0.00
3, 13.80, 7.00, 0.00
4, 4.80, 4.90, 0.00
5, 5.10, 20.00, 1.00
6, 2.50, 13.00, 0.00
7, 12.50, 4.80, 0.00
8, 7.40, 11.60, 0.00
9, 3.20, 20.80, 0.00
10, 5.20, 1.70, 0.00
11, 5.90, 19.00, 0.00
12, 21.00, 1.90, 0.00
13, 1.70, 4.30, 0.00
14, 4.30, 4.90, 0.00
15, 3.10, 2.90, 0.00
16, 1.20, 9.70, 0.00
17, 2.10, 8.40, 0.00
18, 0.60, 0.50, 1.00
19, 5.60, 5.00, 0.00
20, 21.40, 1.40, 1.00
21, 3.29, 22.46, 1.00
22, 16.68, 11.81, 1.00
