0, 12.40, 12.40, 0
1, 2.00, 17.40, 1.00
2, 23.20, 3.00, 0.00
3, 14.60, 6.60, 0.00
4, 0.70, 6.80, 0.00
5, 20.90, 0.60, 0.00
6, 5.20, 18.20, 0.00
7, 21.90, 1.20, 0.00
8, 12.90, 6.30, 0.00
9, 7.30, 0.20, 0.00
10, 7.40, 8.70, 0.00
11, 6.60, 5.50, 0.00
12, 20.20, 3.80, 0.00
13, 3.80, 0.20, 1.00
14, 23.80, 6.10, 0.00
15, 1.30, 6.60, 0.00
16, 21.90, 0.10, 0.00
17, 3.30, 1.80, 0.00
18, 16.80, 7.30, 0.00
19, 6.80, 10.30, 0.00
20, 18.60, 1.30, 1.00
21, 12.97, 3.90, 1.00
22, 4.66, 0.79, 1.00
