0, 8.80, 0.00, 0
1, 3.70, 10.80, 0.00
2, 3.50, 10.40, 0.00
3, 1.20, 1.10, 0.00
4, 4.50, 2.30, 0.00
5, 1.30, 1.10, 0.00
6, 1.80, 1.30, 0.00
7, 2.70, 2.90, 1.00
8, 2.60, 14.50, 0.00
9, 3.30, 9.20, 0.00
10, 15.80, 1.20, 0.00
11, 10.10, 4.00, 0.00
12, 0.60, 12.50, 1.00
13, 1.60, 9.20, 0.00
14, 16.20, 0.90, 0.00
15, 1.10, 0.00, 1.00
16, 11.60, 4.80, 0.00
17, 3.30, 2.10, 0.00
18, 15.30, 3.90, 0.00
19, 16.10, 3.40, 0.00
20, 3.20, 15.80, 1.00
21, 13.72, 6.33, 1.00
22, 5.74, 6.50, 1.00
