0, 8.80, 8.80, 0
1, 2.40, 3.30, 1.00
2, 4.30, 7.90, 0.00
3, 3.80, 3.70, 0.00
4, 4.30, 4.50, 0.00
5, 4.50, 6.20, 0.00
6, 3.20, 17.20, 0.00
7, 2.30, 6.70, 0.00
8, 14.30, 0.90, 1.00
9, 1.30, 16.50, 0.00
10, 10.50, 0.20, 1.00
11, 14.20, 3.10, 0.00
12, 4.40, 4.50, 0.00
13, 2.00, 4.00, 0.00
14, 1.90, 0.90, 0.00
15, 11.00, 5.00, 0.00
16, 1.20, 0.20, 0.00
17, 5.10, 8.50, 0.00
18, 5.90, 4.10, 0.00
19, 3.80, 2.80, 0.00
20, 4.40, 5.10, 1.00
21, 7.29, 13.41, 1.00
22, 3.17, 8.54, 1.00
